Fecha,Palabra Clave,Puntuación,País,Código Google Trend,Created_at
2022-12,Desánimo,0,Alemania,DE,23/05/2024
2023-01,Desánimo,0,Alemania,DE,23/05/2024
2023-02,Desánimo,62,Alemania,DE,23/05/2024
2023-03,Desánimo,0,Alemania,DE,23/05/2024
2023-04,Desánimo,0,Alemania,DE,23/05/2024
2023-05,Desánimo,0,Alemania,DE,23/05/2024
2023-06,Desánimo,0,Alemania,DE,23/05/2024
2023-07,Desánimo,0,Alemania,DE,23/05/2024
2023-08,Desánimo,0,Alemania,DE,23/05/2024
2023-09,Desánimo,0,Alemania,DE,23/05/2024
2023-10,Desánimo,66,Alemania,DE,23/05/2024
2023-11,Desánimo,0,Alemania,DE,23/05/2024
2023-12,Desánimo,0,Alemania,DE,23/05/2024
2024-01,Desánimo,0,Alemania,DE,23/05/2024
2024-02,Desánimo,0,Alemania,DE,23/05/2024
2024-03,Desánimo,0,Alemania,DE,23/05/2024
2024-04,Desánimo,0,Alemania,DE,23/05/2024
2024-05,Desánimo,7,Alemania,DE,23/05/2024
Categoría: Todas las categorías,Desánimo,,Estonia,EE,23/05/2024
Mes,Desánimo,desánimo: (Estonia),Estonia,EE,23/05/2024
Categoría: Todas las categorías,Desánimo,,España,ES,23/05/2024
Mes,Desánimo,desánimo: (España),España,ES,23/05/2024
2010-01,Desánimo,0,España,ES,23/05/2024
2010-02,Desánimo,0,España,ES,23/05/2024
2010-03,Desánimo,0,España,ES,23/05/2024
2010-04,Desánimo,0,España,ES,23/05/2024
2010-05,Desánimo,0,España,ES,23/05/2024
2010-06,Desánimo,0,España,ES,23/05/2024
2010-07,Desánimo,0,España,ES,23/05/2024
2010-08,Desánimo,0,España,ES,23/05/2024
2010-09,Desánimo,0,España,ES,23/05/2024
2010-10,Desánimo,0,España,ES,23/05/2024
2010-11,Desánimo,0,España,ES,23/05/2024
2010-12,Desánimo,0,España,ES,23/05/2024
2011-01,Desánimo,0,España,ES,23/05/2024
2011-02,Desánimo,0,España,ES,23/05/2024
2011-03,Desánimo,0,España,ES,23/05/2024
2011-04,Desánimo,0,España,ES,23/05/2024
2011-05,Desánimo,0,España,ES,23/05/2024
2011-06,Desánimo,0,España,ES,23/05/2024
2011-07,Desánimo,0,España,ES,23/05/2024
2011-08,Desánimo,0,España,ES,23/05/2024
2011-09,Desánimo,0,España,ES,23/05/2024
2011-10,Desánimo,0,España,ES,23/05/2024
2011-11,Desánimo,0,España,ES,23/05/2024
2011-12,Desánimo,0,España,ES,23/05/2024
2012-01,Desánimo,0,España,ES,23/05/2024
2012-02,Desánimo,0,España,ES,23/05/2024
2012-03,Desánimo,0,España,ES,23/05/2024
2012-04,Desánimo,0,España,ES,23/05/2024
2012-05,Desánimo,0,España,ES,23/05/2024
2012-06,Desánimo,0,España,ES,23/05/2024
2012-07,Desánimo,0,España,ES,23/05/2024
2012-08,Desánimo,0,España,ES,23/05/2024
2012-09,Desánimo,0,España,ES,23/05/2024
2012-10,Desánimo,0,España,ES,23/05/2024
2012-11,Desánimo,0,España,ES,23/05/2024
2012-12,Desánimo,0,España,ES,23/05/2024
2013-01,Desánimo,0,España,ES,23/05/2024
2013-02,Desánimo,100,España,ES,23/05/2024
2013-03,Desánimo,0,España,ES,23/05/2024
2013-04,Desánimo,0,España,ES,23/05/2024
2013-05,Desánimo,0,España,ES,23/05/2024
2013-06,Desánimo,0,España,ES,23/05/2024
2013-07,Desánimo,0,España,ES,23/05/2024
2013-08,Desánimo,0,España,ES,23/05/2024
2013-09,Desánimo,0,España,ES,23/05/2024
2013-10,Desánimo,0,España,ES,23/05/2024
2013-11,Desánimo,0,España,ES,23/05/2024
2013-12,Desánimo,0,España,ES,23/05/2024
2014-01,Desánimo,0,España,ES,23/05/2024
2014-02,Desánimo,0,España,ES,23/05/2024
2014-03,Desánimo,0,España,ES,23/05/2024
2014-04,Desánimo,0,España,ES,23/05/2024
2014-05,Desánimo,0,España,ES,23/05/2024
2014-06,Desánimo,0,España,ES,23/05/2024
2014-07,Desánimo,0,España,ES,23/05/2024
2014-08,Desánimo,0,España,ES,23/05/2024
2014-09,Desánimo,0,España,ES,23/05/2024
2014-10,Desánimo,0,España,ES,23/05/2024
2014-11,Desánimo,0,España,ES,23/05/2024
2014-12,Desánimo,0,España,ES,23/05/2024
2015-01,Desánimo,0,España,ES,23/05/2024
2015-02,Desánimo,0,España,ES,23/05/2024
2015-03,Desánimo,0,España,ES,23/05/2024
2015-04,Desánimo,0,España,ES,23/05/2024
2015-05,Desánimo,0,España,ES,23/05/2024
2015-06,Desánimo,0,España,ES,23/05/2024
2015-07,Desánimo,0,España,ES,23/05/2024
2015-08,Desánimo,0,España,ES,23/05/2024
2015-09,Desánimo,0,España,ES,23/05/2024
2015-10,Desánimo,76,España,ES,23/05/2024
2015-11,Desánimo,0,España,ES,23/05/2024
2015-12,Desánimo,0,España,ES,23/05/2024
2016-01,Desánimo,0,España,ES,23/05/2024
2016-02,Desánimo,0,España,ES,23/05/2024
2016-03,Desánimo,0,España,ES,23/05/2024
2016-04,Desánimo,0,España,ES,23/05/2024
2016-05,Desánimo,0,España,ES,23/05/2024
2016-06,Desánimo,0,España,ES,23/05/2024
2016-07,Desánimo,0,España,ES,23/05/2024
2016-08,Desánimo,0,España,ES,23/05/2024
2016-09,Desánimo,0,España,ES,23/05/2024
2016-10,Desánimo,0,España,ES,23/05/2024
2016-11,Desánimo,0,España,ES,23/05/2024
2016-12,Desánimo,0,España,ES,23/05/2024
2017-01,Desánimo,0,España,ES,23/05/2024
2017-02,Desánimo,0,España,ES,23/05/2024
2017-03,Desánimo,0,España,ES,23/05/2024
2017-04,Desánimo,0,España,ES,23/05/2024
2017-05,Desánimo,0,España,ES,23/05/2024
2017-06,Desánimo,0,España,ES,23/05/2024
2017-07,Desánimo,0,España,ES,23/05/2024
2017-08,Desánimo,0,España,ES,23/05/2024
2017-09,Desánimo,0,España,ES,23/05/2024
2017-10,Desánimo,0,España,ES,23/05/2024
2017-11,Desánimo,0,España,ES,23/05/2024
2017-12,Desánimo,0,España,ES,23/05/2024
2018-01,Desánimo,0,España,ES,23/05/2024
2018-02,Desánimo,0,España,ES,23/05/2024
2018-03,Desánimo,0,España,ES,23/05/2024
2018-04,Desánimo,0,España,ES,23/05/2024
2018-05,Desánimo,0,España,ES,23/05/2024
2018-06,Desánimo,0,España,ES,23/05/2024
2018-07,Desánimo,0,España,ES,23/05/2024
2018-08,Desánimo,0,España,ES,23/05/2024
2018-09,Desánimo,0,España,ES,23/05/2024
2018-10,Desánimo,70,España,ES,23/05/2024
2018-11,Desánimo,0,España,ES,23/05/2024
2018-12,Desánimo,0,España,ES,23/05/2024
2019-01,Desánimo,0,España,ES,23/05/2024
2019-02,Desánimo,0,España,ES,23/05/2024
2019-03,Desánimo,0,España,ES,23/05/2024
2019-04,Desánimo,0,España,ES,23/05/2024
2019-05,Desánimo,0,España,ES,23/05/2024
2019-06,Desánimo,0,España,ES,23/05/2024
2019-07,Desánimo,0,España,ES,23/05/2024
2019-08,Desánimo,0,España,ES,23/05/2024
2019-09,Desánimo,0,España,ES,23/05/2024
2019-10,Desánimo,0,España,ES,23/05/2024
2019-11,Desánimo,0,España,ES,23/05/2024
2019-12,Desánimo,0,España,ES,23/05/2024
2020-01,Desánimo,96,España,ES,23/05/2024
2020-02,Desánimo,0,España,ES,23/05/2024
2020-03,Desánimo,0,España,ES,23/05/2024
2020-04,Desánimo,0,España,ES,23/05/2024
2020-05,Desánimo,0,España,ES,23/05/2024
2020-06,Desánimo,0,España,ES,23/05/2024
2020-07,Desánimo,81,España,ES,23/05/2024
2020-08,Desánimo,0,España,ES,23/05/2024
2020-09,Desánimo,0,España,ES,23/05/2024
2020-10,Desánimo,0,España,ES,23/05/2024
2020-11,Desánimo,0,España,ES,23/05/2024
2020-12,Desánimo,0,España,ES,23/05/2024
2021-01,Desánimo,96,España,ES,23/05/2024
2021-02,Desánimo,93,España,ES,23/05/2024
2021-03,Desánimo,82,España,ES,23/05/2024
2021-04,Desánimo,0,España,ES,23/05/2024
2021-05,Desánimo,88,España,ES,23/05/2024
2021-06,Desánimo,0,España,ES,23/05/2024
2021-07,Desánimo,73,España,ES,23/05/2024
2021-08,Desánimo,0,España,ES,23/05/2024
2021-09,Desánimo,0,España,ES,23/05/2024
2021-10,Desánimo,0,España,ES,23/05/2024
2021-11,Desánimo,0,España,ES,23/05/2024
2021-12,Desánimo,0,España,ES,23/05/2024
2022-01,Desánimo,0,España,ES,23/05/2024
2022-02,Desánimo,0,España,ES,23/05/2024
2022-03,Desánimo,50,España,ES,23/05/2024
2022-04,Desánimo,0,España,ES,23/05/2024
2022-05,Desánimo,68,España,ES,23/05/2024
2022-06,Desánimo,0,España,ES,23/05/2024
2022-07,Desánimo,0,España,ES,23/05/2024
2022-08,Desánimo,0,España,ES,23/05/2024
2022-09,Desánimo,0,España,ES,23/05/2024
2022-10,Desánimo,76,España,ES,23/05/2024
2022-11,Desánimo,0,España,ES,23/05/2024
2022-12,Desánimo,0,España,ES,23/05/2024
2023-01,Desánimo,0,España,ES,23/05/2024
2023-02,Desánimo,63,España,ES,23/05/2024
2023-03,Desánimo,0,España,ES,23/05/2024
2023-04,Desánimo,0,España,ES,23/05/2024
2023-05,Desánimo,53,España,ES,23/05/2024
2023-06,Desánimo,80,España,ES,23/05/2024
2023-07,Desánimo,0,España,ES,23/05/2024
2023-08,Desánimo,0,España,ES,23/05/2024
2023-09,Desánimo,0,España,ES,23/05/2024
2023-10,Desánimo,57,España,ES,23/05/2024
2023-11,Desánimo,56,España,ES,23/05/2024
2023-12,Desánimo,0,España,ES,23/05/2024
2024-01,Desánimo,0,España,ES,23/05/2024
2024-02,Desánimo,0,España,ES,23/05/2024
2024-03,Desánimo,0,España,ES,23/05/2024
2024-04,Desánimo,0,España,ES,23/05/2024
2024-05,Desánimo,16,España,ES,23/05/2024
Categoría: Todas las categorías,Desánimo,,Finlandia,FI,23/05/2024
Mes,Desánimo,desánimo: (Finlandia),Finlandia,FI,23/05/2024
Categoría: Todas las categorías,Desánimo,,Francia,FR,23/05/2024
Mes,Desánimo,desánimo: (Francia),Francia,FR,23/05/2024
Categoría: Todas las categorías,Desánimo,,Grecia,GR,23/05/2024
Mes,Desánimo,desánimo: (Grecia),Grecia,GR,23/05/2024
Categoría: Todas las categorías,Desánimo,,Croacia,HR,23/05/2024
Mes,Desánimo,desánimo: (Croacia),Croacia,HR,23/05/2024
2010-01,Desánimo,0,Croacia,HR,23/05/2024
2010-02,Desánimo,0,Croacia,HR,23/05/2024
2010-03,Desánimo,0,Croacia,HR,23/05/2024
2010-04,Desánimo,0,Croacia,HR,23/05/2024
2010-05,Desánimo,0,Croacia,HR,23/05/2024
2010-06,Desánimo,0,Croacia,HR,23/05/2024
2010-07,Desánimo,0,Croacia,HR,23/05/2024
2010-08,Desánimo,0,Croacia,HR,23/05/2024
2010-09,Desánimo,0,Croacia,HR,23/05/2024
2010-10,Desánimo,0,Croacia,HR,23/05/2024
2010-11,Desánimo,0,Croacia,HR,23/05/2024
2010-12,Desánimo,0,Croacia,HR,23/05/2024
2011-01,Desánimo,0,Croacia,HR,23/05/2024
2011-02,Desánimo,0,Croacia,HR,23/05/2024
2011-03,Desánimo,0,Croacia,HR,23/05/2024
2011-04,Desánimo,0,Croacia,HR,23/05/2024
2011-05,Desánimo,0,Croacia,HR,23/05/2024
2011-06,Desánimo,0,Croacia,HR,23/05/2024
2011-07,Desánimo,0,Croacia,HR,23/05/2024
2011-08,Desánimo,0,Croacia,HR,23/05/2024
2011-09,Desánimo,0,Croacia,HR,23/05/2024
2011-10,Desánimo,0,Croacia,HR,23/05/2024
2011-11,Desánimo,0,Croacia,HR,23/05/2024
2011-12,Desánimo,0,Croacia,HR,23/05/2024
2012-01,Desánimo,0,Croacia,HR,23/05/2024
2012-02,Desánimo,0,Croacia,HR,23/05/2024
2012-03,Desánimo,0,Croacia,HR,23/05/2024
2012-04,Desánimo,0,Croacia,HR,23/05/2024
2012-05,Desánimo,0,Croacia,HR,23/05/2024
2012-06,Desánimo,0,Croacia,HR,23/05/2024
2012-07,Desánimo,0,Croacia,HR,23/05/2024
2012-08,Desánimo,0,Croacia,HR,23/05/2024
2012-09,Desánimo,0,Croacia,HR,23/05/2024
2012-10,Desánimo,0,Croacia,HR,23/05/2024
2012-11,Desánimo,0,Croacia,HR,23/05/2024
2012-12,Desánimo,0,Croacia,HR,23/05/2024
2013-01,Desánimo,0,Croacia,HR,23/05/2024
2013-02,Desánimo,0,Croacia,HR,23/05/2024
2013-03,Desánimo,0,Croacia,HR,23/05/2024
2013-04,Desánimo,0,Croacia,HR,23/05/2024
2013-05,Desánimo,0,Croacia,HR,23/05/2024
2013-06,Desánimo,0,Croacia,HR,23/05/2024
2013-07,Desánimo,0,Croacia,HR,23/05/2024
2013-08,Desánimo,0,Croacia,HR,23/05/2024
2013-09,Desánimo,0,Croacia,HR,23/05/2024
2013-10,Desánimo,0,Croacia,HR,23/05/2024
2013-11,Desánimo,0,Croacia,HR,23/05/2024
2013-12,Desánimo,0,Croacia,HR,23/05/2024
2014-01,Desánimo,0,Croacia,HR,23/05/2024
2014-02,Desánimo,0,Croacia,HR,23/05/2024
2014-03,Desánimo,0,Croacia,HR,23/05/2024
2014-04,Desánimo,0,Croacia,HR,23/05/2024
2014-05,Desánimo,0,Croacia,HR,23/05/2024
2014-06,Desánimo,0,Croacia,HR,23/05/2024
2014-07,Desánimo,0,Croacia,HR,23/05/2024
2014-08,Desánimo,0,Croacia,HR,23/05/2024
2014-09,Desánimo,0,Croacia,HR,23/05/2024
2014-10,Desánimo,0,Croacia,HR,23/05/2024
2014-11,Desánimo,0,Croacia,HR,23/05/2024
2014-12,Desánimo,0,Croacia,HR,23/05/2024
2015-01,Desánimo,0,Croacia,HR,23/05/2024
2015-02,Desánimo,0,Croacia,HR,23/05/2024
2015-03,Desánimo,0,Croacia,HR,23/05/2024
2015-04,Desánimo,100,Croacia,HR,23/05/2024
2015-05,Desánimo,0,Croacia,HR,23/05/2024
2015-06,Desánimo,0,Croacia,HR,23/05/2024
2015-07,Desánimo,0,Croacia,HR,23/05/2024
2015-08,Desánimo,0,Croacia,HR,23/05/2024
2015-09,Desánimo,0,Croacia,HR,23/05/2024
2015-10,Desánimo,0,Croacia,HR,23/05/2024
2015-11,Desánimo,0,Croacia,HR,23/05/2024
2015-12,Desánimo,0,Croacia,HR,23/05/2024
2016-01,Desánimo,0,Croacia,HR,23/05/2024
2016-02,Desánimo,0,Croacia,HR,23/05/2024
2016-03,Desánimo,0,Croacia,HR,23/05/2024
2016-04,Desánimo,0,Croacia,HR,23/05/2024
2016-05,Desánimo,0,Croacia,HR,23/05/2024
2016-06,Desánimo,0,Croacia,HR,23/05/2024
2016-07,Desánimo,0,Croacia,HR,23/05/2024
2016-08,Desánimo,0,Croacia,HR,23/05/2024
2016-09,Desánimo,0,Croacia,HR,23/05/2024
2016-10,Desánimo,0,Croacia,HR,23/05/2024
2016-11,Desánimo,0,Croacia,HR,23/05/2024
2016-12,Desánimo,0,Croacia,HR,23/05/2024
2017-01,Desánimo,0,Croacia,HR,23/05/2024
2017-02,Desánimo,0,Croacia,HR,23/05/2024
2017-03,Desánimo,0,Croacia,HR,23/05/2024
2017-04,Desánimo,0,Croacia,HR,23/05/2024
2017-05,Desánimo,0,Croacia,HR,23/05/2024
2017-06,Desánimo,0,Croacia,HR,23/05/2024
2017-07,Desánimo,0,Croacia,HR,23/05/2024
2017-08,Desánimo,0,Croacia,HR,23/05/2024
2017-09,Desánimo,0,Croacia,HR,23/05/2024
2017-10,Desánimo,0,Croacia,HR,23/05/2024
2017-11,Desánimo,0,Croacia,HR,23/05/2024
2017-12,Desánimo,0,Croacia,HR,23/05/2024
2018-01,Desánimo,0,Croacia,HR,23/05/2024
2018-02,Desánimo,0,Croacia,HR,23/05/2024
2018-03,Desánimo,0,Croacia,HR,23/05/2024
2018-04,Desánimo,0,Croacia,HR,23/05/2024
2018-05,Desánimo,0,Croacia,HR,23/05/2024
2018-06,Desánimo,0,Croacia,HR,23/05/2024
2018-07,Desánimo,0,Croacia,HR,23/05/2024
2018-08,Desánimo,0,Croacia,HR,23/05/2024
2018-09,Desánimo,0,Croacia,HR,23/05/2024
2018-10,Desánimo,0,Croacia,HR,23/05/2024
2018-11,Desánimo,0,Croacia,HR,23/05/2024
2018-12,Desánimo,0,Croacia,HR,23/05/2024
2019-01,Desánimo,0,Croacia,HR,23/05/2024
2019-02,Desánimo,0,Croacia,HR,23/05/2024
2019-03,Desánimo,0,Croacia,HR,23/05/2024
2019-04,Desánimo,0,Croacia,HR,23/05/2024
2019-05,Desánimo,0,Croacia,HR,23/05/2024
2019-06,Desánimo,0,Croacia,HR,23/05/2024
2019-07,Desánimo,0,Croacia,HR,23/05/2024
2019-08,Desánimo,0,Croacia,HR,23/05/2024
2019-09,Desánimo,0,Croacia,HR,23/05/2024
2019-10,Desánimo,0,Croacia,HR,23/05/2024
2019-11,Desánimo,0,Croacia,HR,23/05/2024
2019-12,Desánimo,0,Croacia,HR,23/05/2024
2020-01,Desánimo,0,Croacia,HR,23/05/2024
2020-02,Desánimo,0,Croacia,HR,23/05/2024
2020-03,Desánimo,0,Croacia,HR,23/05/2024
2020-04,Desánimo,0,Croacia,HR,23/05/2024
2020-05,Desánimo,0,Croacia,HR,23/05/2024
2020-06,Desánimo,0,Croacia,HR,23/05/2024
2020-07,Desánimo,0,Croacia,HR,23/05/2024
2020-08,Desánimo,0,Croacia,HR,23/05/2024
2020-09,Desánimo,0,Croacia,HR,23/05/2024
2020-10,Desánimo,0,Croacia,HR,23/05/2024
2020-11,Desánimo,0,Croacia,HR,23/05/2024
2020-12,Desánimo,0,Croacia,HR,23/05/2024
2021-01,Desánimo,0,Croacia,HR,23/05/2024
2021-02,Desánimo,0,Croacia,HR,23/05/2024
2021-03,Desánimo,0,Croacia,HR,23/05/2024
2021-04,Desánimo,0,Croacia,HR,23/05/2024
2021-05,Desánimo,0,Croacia,HR,23/05/2024
2021-06,Desánimo,0,Croacia,HR,23/05/2024
2021-07,Desánimo,0,Croacia,HR,23/05/2024
2021-08,Desánimo,0,Croacia,HR,23/05/2024
2021-09,Desánimo,0,Croacia,HR,23/05/2024
2021-10,Desánimo,0,Croacia,HR,23/05/2024
2021-11,Desánimo,0,Croacia,HR,23/05/2024
2021-12,Desánimo,0,Croacia,HR,23/05/2024
2022-01,Desánimo,0,Croacia,HR,23/05/2024
2022-02,Desánimo,0,Croacia,HR,23/05/2024
2022-03,Desánimo,0,Croacia,HR,23/05/2024
2022-04,Desánimo,0,Croacia,HR,23/05/2024
2022-05,Desánimo,0,Croacia,HR,23/05/2024
2022-06,Desánimo,0,Croacia,HR,23/05/2024
2022-07,Desánimo,0,Croacia,HR,23/05/2024
2022-08,Desánimo,0,Croacia,HR,23/05/2024
2022-09,Desánimo,0,Croacia,HR,23/05/2024
2022-10,Desánimo,0,Croacia,HR,23/05/2024
2022-11,Desánimo,0,Croacia,HR,23/05/2024
2022-12,Desánimo,0,Croacia,HR,23/05/2024
2023-01,Desánimo,0,Croacia,HR,23/05/2024
2023-02,Desánimo,0,Croacia,HR,23/05/2024
2023-03,Desánimo,0,Croacia,HR,23/05/2024
2023-04,Desánimo,0,Croacia,HR,23/05/2024
2023-05,Desánimo,0,Croacia,HR,23/05/2024
2023-06,Desánimo,0,Croacia,HR,23/05/2024
2023-07,Desánimo,0,Croacia,HR,23/05/2024
2023-08,Desánimo,0,Croacia,HR,23/05/2024
2023-09,Desánimo,0,Croacia,HR,23/05/2024
2023-10,Desánimo,0,Croacia,HR,23/05/2024
2023-11,Desánimo,0,Croacia,HR,23/05/2024
2023-12,Desánimo,0,Croacia,HR,23/05/2024
2024-01,Desánimo,0,Croacia,HR,23/05/2024
2024-02,Desánimo,0,Croacia,HR,23/05/2024
2024-03,Desánimo,0,Croacia,HR,23/05/2024
2024-04,Desánimo,0,Croacia,HR,23/05/2024
2024-05,Desánimo,0,Croacia,HR,23/05/2024
Categoría: Todas las categorías,Desánimo,,Irlanda,IE,23/05/2024
Mes,Desánimo,desánimo: (Irlanda),Irlanda,IE,23/05/2024
Categoría: Todas las categorías,Desánimo,,Italia,IT,23/05/2024
Mes,Desánimo,desánimo: (Italia),Italia,IT,23/05/2024
2010-01,Desánimo,0,Italia,IT,23/05/2024
2010-02,Desánimo,0,Italia,IT,23/05/2024
2010-03,Desánimo,0,Italia,IT,23/05/2024
2010-04,Desánimo,0,Italia,IT,23/05/2024
2010-05,Desánimo,0,Italia,IT,23/05/2024
2010-06,Desánimo,0,Italia,IT,23/05/2024
2010-07,Desánimo,0,Italia,IT,23/05/2024
2010-08,Desánimo,0,Italia,IT,23/05/2024
2010-09,Desánimo,0,Italia,IT,23/05/2024
2010-10,Desánimo,0,Italia,IT,23/05/2024
2010-11,Desánimo,0,Italia,IT,23/05/2024
2010-12,Desánimo,0,Italia,IT,23/05/2024
2011-01,Desánimo,0,Italia,IT,23/05/2024
2011-02,Desánimo,0,Italia,IT,23/05/2024
2011-03,Desánimo,0,Italia,IT,23/05/2024
2011-04,Desánimo,0,Italia,IT,23/05/2024
2011-05,Desánimo,0,Italia,IT,23/05/2024
2011-06,Desánimo,0,Italia,IT,23/05/2024
2011-07,Desánimo,0,Italia,IT,23/05/2024
2011-08,Desánimo,0,Italia,IT,23/05/2024
2011-09,Desánimo,0,Italia,IT,23/05/2024
2011-10,Desánimo,0,Italia,IT,23/05/2024
2011-11,Desánimo,0,Italia,IT,23/05/2024
2011-12,Desánimo,0,Italia,IT,23/05/2024
2012-01,Desánimo,0,Italia,IT,23/05/2024
2012-02,Desánimo,0,Italia,IT,23/05/2024
2012-03,Desánimo,0,Italia,IT,23/05/2024
2012-04,Desánimo,0,Italia,IT,23/05/2024
2012-05,Desánimo,0,Italia,IT,23/05/2024
2012-06,Desánimo,0,Italia,IT,23/05/2024
2012-07,Desánimo,0,Italia,IT,23/05/2024
2012-08,Desánimo,0,Italia,IT,23/05/2024
2012-09,Desánimo,0,Italia,IT,23/05/2024
2012-10,Desánimo,0,Italia,IT,23/05/2024
2012-11,Desánimo,0,Italia,IT,23/05/2024
2012-12,Desánimo,0,Italia,IT,23/05/2024
2013-01,Desánimo,0,Italia,IT,23/05/2024
2013-02,Desánimo,0,Italia,IT,23/05/2024
2013-03,Desánimo,0,Italia,IT,23/05/2024
2013-04,Desánimo,0,Italia,IT,23/05/2024
2013-05,Desánimo,0,Italia,IT,23/05/2024
2013-06,Desánimo,0,Italia,IT,23/05/2024
2013-07,Desánimo,0,Italia,IT,23/05/2024
2013-08,Desánimo,0,Italia,IT,23/05/2024
2013-09,Desánimo,0,Italia,IT,23/05/2024
2013-10,Desánimo,0,Italia,IT,23/05/2024
2013-11,Desánimo,0,Italia,IT,23/05/2024
2013-12,Desánimo,0,Italia,IT,23/05/2024
2014-01,Desánimo,0,Italia,IT,23/05/2024
2014-02,Desánimo,0,Italia,IT,23/05/2024
2014-03,Desánimo,0,Italia,IT,23/05/2024
2014-04,Desánimo,0,Italia,IT,23/05/2024
2014-05,Desánimo,0,Italia,IT,23/05/2024
2014-06,Desánimo,0,Italia,IT,23/05/2024
2014-07,Desánimo,0,Italia,IT,23/05/2024
2014-08,Desánimo,0,Italia,IT,23/05/2024
2014-09,Desánimo,0,Italia,IT,23/05/2024
2014-10,Desánimo,0,Italia,IT,23/05/2024
2014-11,Desánimo,0,Italia,IT,23/05/2024
2014-12,Desánimo,0,Italia,IT,23/05/2024
2015-01,Desánimo,0,Italia,IT,23/05/2024
2015-02,Desánimo,0,Italia,IT,23/05/2024
2015-03,Desánimo,0,Italia,IT,23/05/2024
2015-04,Desánimo,0,Italia,IT,23/05/2024
2015-05,Desánimo,0,Italia,IT,23/05/2024
2015-06,Desánimo,0,Italia,IT,23/05/2024
2015-07,Desánimo,0,Italia,IT,23/05/2024
2015-08,Desánimo,0,Italia,IT,23/05/2024
2015-09,Desánimo,0,Italia,IT,23/05/2024
2015-10,Desánimo,0,Italia,IT,23/05/2024
2015-11,Desánimo,0,Italia,IT,23/05/2024
2015-12,Desánimo,0,Italia,IT,23/05/2024
2016-01,Desánimo,0,Italia,IT,23/05/2024
2016-02,Desánimo,0,Italia,IT,23/05/2024
2016-03,Desánimo,0,Italia,IT,23/05/2024
2016-04,Desánimo,0,Italia,IT,23/05/2024
2016-05,Desánimo,0,Italia,IT,23/05/2024
2016-06,Desánimo,0,Italia,IT,23/05/2024
2016-07,Desánimo,0,Italia,IT,23/05/2024
2016-08,Desánimo,0,Italia,IT,23/05/2024
2016-09,Desánimo,0,Italia,IT,23/05/2024
2016-10,Desánimo,0,Italia,IT,23/05/2024
2016-11,Desánimo,0,Italia,IT,23/05/2024
2016-12,Desánimo,0,Italia,IT,23/05/2024
2017-01,Desánimo,0,Italia,IT,23/05/2024
2017-02,Desánimo,0,Italia,IT,23/05/2024
2017-03,Desánimo,100,Italia,IT,23/05/2024
2017-04,Desánimo,0,Italia,IT,23/05/2024
2017-05,Desánimo,0,Italia,IT,23/05/2024
2017-06,Desánimo,0,Italia,IT,23/05/2024
2017-07,Desánimo,0,Italia,IT,23/05/2024
2017-08,Desánimo,0,Italia,IT,23/05/2024
2017-09,Desánimo,0,Italia,IT,23/05/2024
2017-10,Desánimo,0,Italia,IT,23/05/2024
2017-11,Desánimo,0,Italia,IT,23/05/2024
2017-12,Desánimo,0,Italia,IT,23/05/2024
2018-01,Desánimo,0,Italia,IT,23/05/2024
2018-02,Desánimo,0,Italia,IT,23/05/2024
2018-03,Desánimo,0,Italia,IT,23/05/2024
2018-04,Desánimo,0,Italia,IT,23/05/2024
2018-05,Desánimo,0,Italia,IT,23/05/2024
2018-06,Desánimo,0,Italia,IT,23/05/2024
2018-07,Desánimo,0,Italia,IT,23/05/2024
2018-08,Desánimo,0,Italia,IT,23/05/2024
2018-09,Desánimo,0,Italia,IT,23/05/2024
2018-10,Desánimo,0,Italia,IT,23/05/2024
2018-11,Desánimo,0,Italia,IT,23/05/2024
2018-12,Desánimo,0,Italia,IT,23/05/2024
2019-01,Desánimo,0,Italia,IT,23/05/2024
2019-02,Desánimo,0,Italia,IT,23/05/2024
2019-03,Desánimo,0,Italia,IT,23/05/2024
2019-04,Desánimo,0,Italia,IT,23/05/2024
2019-05,Desánimo,0,Italia,IT,23/05/2024
2019-06,Desánimo,0,Italia,IT,23/05/2024
2019-07,Desánimo,0,Italia,IT,23/05/2024
2019-08,Desánimo,0,Italia,IT,23/05/2024
2019-09,Desánimo,0,Italia,IT,23/05/2024
2019-10,Desánimo,0,Italia,IT,23/05/2024
2019-11,Desánimo,0,Italia,IT,23/05/2024
2019-12,Desánimo,0,Italia,IT,23/05/2024
2020-01,Desánimo,0,Italia,IT,23/05/2024
2020-02,Desánimo,0,Italia,IT,23/05/2024
2020-03,Desánimo,0,Italia,IT,23/05/2024
2020-04,Desánimo,0,Italia,IT,23/05/2024
2020-05,Desánimo,0,Italia,IT,23/05/2024
2020-06,Desánimo,0,Italia,IT,23/05/2024
2020-07,Desánimo,0,Italia,IT,23/05/2024
2020-08,Desánimo,0,Italia,IT,23/05/2024
2020-09,Desánimo,0,Italia,IT,23/05/2024
2020-10,Desánimo,0,Italia,IT,23/05/2024
2020-11,Desánimo,0,Italia,IT,23/05/2024
2020-12,Desánimo,0,Italia,IT,23/05/2024
2021-01,Desánimo,0,Italia,IT,23/05/2024
2021-02,Desánimo,0,Italia,IT,23/05/2024
2021-03,Desánimo,0,Italia,IT,23/05/2024
2021-04,Desánimo,0,Italia,IT,23/05/2024
2021-05,Desánimo,0,Italia,IT,23/05/2024
2021-06,Desánimo,0,Italia,IT,23/05/2024
